submitted_on,level_measurable,measure_reason,well_depth,depth_unit,depth_over100,endcap_available,measure_method,method_other,measure_datum,casing_length,casing_unit,static_level,level_unit,logger_available,logger_photo,logger_not_available_reason,logger_type,logger_depth,logger_unit,logger_download,download_reason,download_other,barlogger_available,barlogger_photo,barlogger_download,barlogger_reason,barlogger_other,barlogger_match,barlogger_name,traditional_authority,district,dipper_available,dipper_condition,dipper_problem,problem_other,dipper_photo,ppe_available,ppe_photo,community_sensitized,well_purpose,vandalism_reason,vandal_other,vandal_control,control_other,civil_photo,other_issues,site_importance,importance_other,site_accessible,access_problem,potable_access,source_type,improvement_plan
9/21/2023 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Piped into yard/plot,NA
9/21/2023 0:00,Yes,NA,54.25,mbgl,No,Yes,Manual dipper,NA,Top of casing,30,cm,34.4,m,Yes,https://api.mwater.co/v3/images/2ba058fb66734bf9881f18963b4d1931; https://api.mwater.co/v3/images/bd7291f238214fd19c8d836f114ff053,NA,Solinst,38,m,No,No connection to computer,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Measuring the water table,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/0d5e04d8d7c3460d921b68b4d332b745,NA,Geology related,NA,Yes,NA,Yes,Borehole or tubewell,"Replacement of the cover and hinges, Replace barologger , Replacement of the level logger, Provide manual dipper"
9/22/2023 0:00,No,Other,NA,NA,NA,Could not determine,Manual dipper,NA,Groundlevel,NA,NA,NA,NA,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Improve security features around the monitoring well, Handover safeguarding responsibilities to the Water Point Committee",NA,https://api.mwater.co/v3/images/df45abe6647c4066b3e4b3b32862d5be,NA,"Spatial coverage, Abstraction point (near wellfield), Geology related , Vertical coverage (deeper aquifer)",NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Replacement of the cover and hinges, Provide manual dipper, Installation of a new logger"
9/29/2023 0:00,Yes,NA,34.43,mbgl,No,Yes,Manual dipper,NA,Top of casing,18,cm,9.23,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/68265d9307a24726886aeae32cab97de,NA,"Spatial coverage, Geology related",NA,Yes,NA,Yes,Piped into yard/plot,Rehabilitation of the civil  works
9/29/2023 0:00,Yes,NA,75.69,mbgl,No,Yes,Manual dipper,NA,Top of casing,8,cm,15.1,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Report to the chief , Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Handover safeguarding responsibilities to the Water Point Committee , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/d8df7c7b1a0041a3903a778fc5e4d503,NA,"Spatial coverage, Abstraction point (near wellfield), Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Replacement of the cover and hinges, Installation of a new logger"
9/29/2023 0:00,Yes,NA,42.6,mbgl,No,Yes,Manual dipper,NA,Top of casing,10,cm,8.1,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee",NA,https://api.mwater.co/v3/images/afa8903ca19a47849b6efd8583e90ef0,The borehole was flooded with water and rocks found way into the borehole,"Spatial coverage, Geology related",NA,Yes,NA,Yes,Borehole or tubewell,Rehabilitation of the civil  works
9/29/2023 0:00,Yes,NA,32.04,mbgl,No,Yes,Manual dipper,NA,Top of casing,5,cm,3.65,m,Yes,https://api.mwater.co/v3/images/9bbe47a4ed1542389516d23d6a559a03; https://api.mwater.co/v3/images/5b6dd711f76e47ff8313da7d77b250ca,NA,Solinst,18,m,No,Grabber not working,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/ab5c058b51234172a2a567b7f788b355,End cap need replacement,"Spatial coverage, Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Replacement of the level logger, Replace end cap, Identify and training gauge reader, Provide manual dipper"
9/29/2023 0:00,Yes,NA,56.2,mbgl,No,Yes,Manual dipper,NA,Top of casing,22,cm,12.72,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Yes,Poor condition,Battery not functioning,NA,https://api.mwater.co/v3/images/7bcb31bd9ea54b558da2004b78e71492,No,NA,No,NA,NA,NA,"Sensitise the community on the importance of this monitoring well , Handover safeguarding responsibilities to the Water Point Committee , handover safeguarding responsibilities to other existing committees (non-WASH), Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/ed773018123d434095571b2228df4577,NA,"Geology related , Spatial coverage",NA,Yes,NA,Yes,Piped into yard/plot,"Rehabilitation of the civil  works, Welding on the existing hinges, Installation of a new logger , Provide manual dipper, Replacement of the cover and hinges, Replace and weld the hinges"
9/29/2023 0:00,Yes,NA,59.51,mbgl,No,Yes,Manual dipper,NA,Top of casing,20,cm,5.13,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee",NA,https://api.mwater.co/v3/images/24e71bc709e64898a8b12e375653eef1,NA,"Spatial coverage, Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Installation of a new logger , Replace and weld the hinges, Identify and training gauge reader"
9/30/2023 0:00,Yes,NA,100,mbgl,Yes,Yes,Manual dipper,NA,Top of casing,8,cm,51.86,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/7bdb809953654af09b77c494b2f31149,NA,"Spatial coverage, Geology related",NA,Yes,NA,Yes,Piped into yard/plot,"Rehabilitation of the civil  works, Replacement of the cover and hinges, Installation of a new logger , Identify and training gauge reader, Provide manual dipper"
9/30/2023 0:00,Yes,NA,100,mbgl,Yes,Yes,Manual dipper,NA,Top of casing,27,cm,18.87,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Measuring the water table,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/72ff057f471a4760a43ffbe281eb5499,NA,"Spatial coverage, Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Identify and training gauge reader, Provide manual dipper, Replacement of the cover and hinges"
9/30/2023 0:00,Yes,NA,79.1,mbgl,No,No,Manual dipper,NA,Top of casing,19,cm,6.14,m,Yes,https://api.mwater.co/v3/images/54dee02b878148d9bf7a64f96b179c07; https://api.mwater.co/v3/images/e32fd65a09794bd1a55c367d9f7601b5,NA,Solinst,30,m,No,No connection to computer,NA,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/f5a1664941914995b10656372c0bdcbe,NA,"Spatial coverage, Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Replace end cap, Provide manual dipper, Identify and training gauge reader"
10/2/2023 0:00,Yes,NA,93.94,mbgl,Yes,No,Manual dipper,NA,Groundlevel,NA,NA,8.5,m,Yes,https://api.mwater.co/v3/images/def9e603295346428b017987a6af229e; https://api.mwater.co/v3/images/0fc29e55b0644d3a86dbedacff8c93ec,NA,Solinst,32.6,m,No,No connection to computer,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/c0bcee7374054fdabdf1a6d7741587d6,NA,"Spatial coverage, Geology related , Vertical coverage (deeper aquifer)",NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Replace end cap, Provide manual dipper"
10/2/2023 0:00,Yes,NA,49.1,mbgl,No,Yes,Manual dipper,NA,Groundlevel,NA,NA,10.83,m,Yes,https://api.mwater.co/v3/images/0647cb71311b45b88834c55c9315d0a4; https://api.mwater.co/v3/images/ad61e3e1d8804e04bc9be5f790e02966,NA,Solinst,30,m,No,No connection to computer,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Yes,Poor condition,Battery not functioning,NA,https://api.mwater.co/v3/images/fbb4d45ac57741728023aa8a83f3b50f,No,NA,No,NA,People/children are curious to see what is inside,NA,Sensitise the community on the importance of this monitoring well,NA,https://api.mwater.co/v3/images/6a5d2e3e52f24b788e3a242051201bec,NA,"Abstraction point (near wellfield), Geology related , Spatial coverage",NA,Yes,NA,Yes,Borehole or tubewell,Rehabilitation of the civil  works
10/2/2023 0:00,Yes,NA,52.5,mbgl,No,Yes,Manual dipper,NA,Groundlevel,NA,NA,10.83,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Yes,Poor condition,Battery not functioning,NA,https://api.mwater.co/v3/images/e7fc18ba18214ccf9a97cb53ad259902,No,NA,No,NA,People/children are curious to see what is inside,NA,Sensitise the community on the importance of this monitoring well,NA,https://api.mwater.co/v3/images/3aed50291a04499ea6177888e660c0f8,NA,"Vertical coverage (deeper aquifer), Spatial coverage",NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Welding on the existing hinges"
10/3/2023 0:00,Yes,NA,99.7,mbgl,Yes,Yes,Manual dipper,NA,Top of casing,15,cm,2.93,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Yes,Good condition,NA,NA,https://api.mwater.co/v3/images/2aeb07b052514aa2aeeb49c7181a9853,No,NA,No,NA,People/children are curious to see what is inside,NA,Sensitise the community on the importance of this monitoring well,NA,https://api.mwater.co/v3/images/1811d5ff450947d5bbba3e4a23fac3f4,NA,"Spatial coverage, Geology related",NA,Yes,NA,Yes,Borehole or tubewell,Rehabilitation of the civil  works
10/3/2023 0:00,Yes,NA,48.98,mbgl,No,Yes,Manual dipper,NA,Groundlevel,NA,NA,2.53,m,Yes,https://api.mwater.co/v3/images/0fcbdeca9a29483587e0ba5872ec7256; https://api.mwater.co/v3/images/df1f0fb3f35046e0a59eb6dd4baa74bd,NA,Solinst,30,m,No,No connection to computer,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Yes,Good condition,NA,NA,https://api.mwater.co/v3/images/8394c0e2e0cb47f486a5bd4c68c49196,No,NA,No,NA,"People/children are curious to see what is inside , They want to remove parts of the monitoring well to sell",NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/98ee3bfa8dcd44479135535eca57e94b,NA,"Spatial coverage, Geology related , Abstraction point (near wellfield)",NA,Yes,NA,Yes,Piped into yard/plot,Rehabilitation of the civil  works
10/4/2023 0:00,Yes,NA,100,mbgl,Yes,Yes,Manual dipper,NA,Groundlevel,NA,NA,13.8,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee",NA,https://api.mwater.co/v3/images/80d285a3856e4ad3a0ed0662415f1e4b,The borehole is beyond 100m and we couldntmeasure the real depth,"Geology related , Spatial coverage, Abstraction point (near wellfield)",NA,Yes,NA,Yes,Borehole or tubewell,Rehabilitation of the civil  works
10/4/2023 0:00,Yes,NA,80.05,mbgl,No,Yes,Manual dipper,NA,Groundlevel,NA,NA,8.9,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Report to the chief , Sensitise the community on the importance of this monitoring well , Organize a dedicated committee",NA,https://api.mwater.co/v3/images/ac490772a0fa446c91ccd853a857e25f,The road from Mwanza to the site becomes a challenge during rainy season as it become slippery,"Geology related , Spatial coverage, Abstraction point (near wellfield), Vertical coverage (deeper aquifer)",NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Replacement of the cover and hinges, Installation of a new logger"
10/4/2023 0:00,Yes,NA,52.52,mbgl,No,No,Manual dipper,NA,Groundlevel,NA,NA,5.72,m,Yes,https://api.mwater.co/v3/images/f62ab955b03c4246afb1b517d9df2a79; https://api.mwater.co/v3/images/47fa9e84dde84eb3b07ca2209d65499b,NA,Solinst,23.39,m,No,Grabber not working,NA,Yes,https://api.mwater.co/v3/images/a92c99449f45481cb7ef2479103c48be; https://api.mwater.co/v3/images/50fd4604652242fa80fb4f592e883ce5,No,Grabber not working,NA,NA,NA,NA,NA,Yes,Poor condition,Battery not functioning,NA,https://api.mwater.co/v3/images/9bc8735c6ec54bad8f526b2bf4793cd4,No,NA,No,NA,"People/children are curious to see what is inside , They want to remove parts of the monitoring well to sell",NA,"Sensitise the community on the importance of this monitoring well , Handover safeguarding responsibilities to the Water Point Committee",NA,https://api.mwater.co/v3/images/1c18e08a485543b4b17f2c4862d52a9e,Putting a lock is a challenge as prisoners steal them. End cap is brocken by passersby,"Spatial coverage, Geology related",NA,Yes,NA,Yes,Piped into yard/plot,"Rehabilitation of the civil  works, Replacement of the level logger, Replace barologger"
10/4/2023 0:00,Yes,NA,94.95,mbgl,No,Yes,Manual dipper,NA,Groundlevel,NA,NA,15.4,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Report to the chief , Sensitise the community on the importance of this monitoring well , Handover safeguarding responsibilities to the Water Point Committee",NA,https://api.mwater.co/v3/images/e6ff7ce4a815467e9aa6f386f6ee3a02,NA,"Spatial coverage, Geology related , Vertical coverage (deeper aquifer)",NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Installation of a new logger"
